symbol,date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,divCash,high,low,open,splitFactor,volume
FB,2016-02-17 00:00:00+00:00,105.2,105.72,100.4,101.94,44073369,105.2,0.0,105.72,100.4,101.94,1.0,44073369
FB,2016-02-18 00:00:00+00:00,103.47,106.0,103.03,105.8,29593508,103.47,0.0,106.0,103.03,105.8,1.0,29593508
FB,2016-02-19 00:00:00+00:00,104.57,105.02,102.06,102.55,32404516,104.57,0.0,105.02,102.06,102.55,1.0,32404516
FB,2016-02-22 00:00:00+00:00,107.16,108.25,105.34,105.49,35709714,107.16,0.0,108.25,105.34,105.49,1.0,35709714
FB,2016-02-23 00:00:00+00:00,105.46,107.47,105.12,106.85,25319315,105.46,0.0,107.47,105.12,106.85,1.0,25319315
FB,2016-02-24 00:00:00+00:00,106.88,106.95,102.74,104.21,34412437,106.88,0.0,106.95,102.74,104.21,1.0,34412437
FB,2016-02-25 00:00:00+00:00,108.07,108.07,105.61,107.11,29906278,108.07,0.0,108.07,105.61,107.11,1.0,29906278
FB,2016-02-26 00:00:00+00:00,107.92,109.45,107.16,108.7,26686193,107.92,0.0,109.45,107.16,108.7,1.0,26686193
FB,2016-02-29 00:00:00+00:00,106.92,108.9101,106.75,107.6,32778992,106.92,0.0,108.9101,106.75,107.6,1.0,32778992
FB,2016-03-01 00:00:00+00:00,109.82,109.82,107.6,107.83,26817309,109.82,0.0,109.82,107.6,107.83,1.0,26817309
FB,2016-03-02 00:00:00+00:00,109.95,110.55,108.77,109.68,25670170,109.95,0.0,110.55,108.77,109.68,1.0,25670170
FB,2016-03-03 00:00:00+00:00,109.58,110.3,108.54,110.25,21353092,109.58,0.0,110.3,108.54,110.25,1.0,21353092
FB,2016-03-04 00:00:00+00:00,108.39,110.05,107.93,110.05,24938858,108.39,0.0,110.05,107.93,110.05,1.0,24938858
FB,2016-03-07 00:00:00+00:00,105.73,108.07,104.72,108.07,31534055,105.73,0.0,108.07,104.72,108.07,1.0,31534055
FB,2016-03-08 00:00:00+00:00,105.93,107.37,104.4,104.78,25204666,105.93,0.0,107.37,104.4,104.78,1.0,25204666
FB,2016-03-09 00:00:00+00:00,107.51,107.51,105.49,106.7,20493305,107.51,0.0,107.51,105.49,106.7,1.0,20493305
FB,2016-03-10 00:00:00+00:00,107.32,108.66,105.7699,107.91,24854284,107.32,0.0,108.66,105.7699,107.91,1.0,24854284
FB,2016-03-11 00:00:00+00:00,109.41,109.42,107.92,108.48,20697553,109.41,0.0,109.42,107.92,108.48,1.0,20697553
FB,2016-03-14 00:00:00+00:00,109.89,110.33,108.77,109.28,17249365,109.89,0.0,110.33,108.77,109.28,1.0,17249365
FB,2016-03-15 00:00:00+00:00,110.67,110.83,108.84,109.11,17618460,110.67,0.0,110.83,108.84,109.11,1.0,17618460
FB,2016-03-16 00:00:00+00:00,112.18,112.5,110.1,110.49,24744778,112.18,0.0,112.5,110.1,110.49,1.0,24744778
FB,2016-03-17 00:00:00+00:00,111.02,112.69,110.73,112.15,24241247,111.02,0.0,112.69,110.73,112.15,1.0,24241247
FB,2016-03-18 00:00:00+00:00,111.45,112.42,110.27,111.56,36256877,111.45,0.0,112.42,110.27,111.56,1.0,36256877
FB,2016-03-21 00:00:00+00:00,111.85,112.37,111.03,111.66,18447974,111.85,0.0,112.37,111.03,111.66,1.0,18447974
