symbol,date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,divCash,high,low,open,splitFactor,volume
FB,2016-03-22 00:00:00+00:00,112.25,112.88,111.17,111.36,19001076,112.25,0.0,112.88,111.17,111.36,1.0,19001076
FB,2016-03-23 00:00:00+00:00,112.54,113.19,112.0,112.01,18561974,112.54,0.0,113.19,112.0,112.01,1.0,18561974
FB,2016-03-24 00:00:00+00:00,113.05,113.09,111.68,112.13,17839119,113.05,0.0,113.09,111.68,112.13,1.0,17839119
FB,2016-03-28 00:00:00+00:00,113.69,114.5889,112.95,113.32,21351751,113.69,0.0,114.5889,112.95,113.32,1.0,21351751
FB,2016-03-29 00:00:00+00:00,116.14,116.32,113.64,113.83,29825340,116.14,0.0,116.32,113.64,113.83,1.0,29825340
FB,2016-03-30 00:00:00+00:00,114.7,116.99,114.355,116.73,33235184,114.7,0.0,116.99,114.355,116.73,1.0,33235184
FB,2016-03-31 00:00:00+00:00,114.1,115.01,113.7682,114.7,21207526,114.1,0.0,115.01,113.7682,114.7,1.0,21207526
FB,2016-04-01 00:00:00+00:00,116.06,116.17,113.35,113.75,24760504,116.06,0.0,116.17,113.35,113.75,1.0,24760504
FB,2016-04-04 00:00:00+00:00,112.55,114.55,111.61,114.07,48487913,112.55,0.0,114.55,111.61,114.07,1.0,48487913
FB,2016-04-05 00:00:00+00:00,112.22,113.32,111.9,112.11,22962365,112.22,0.0,113.32,111.9,112.11,1.0,22962365
FB,2016-04-06 00:00:00+00:00,113.71,113.81,112.42,112.47,20814640,113.71,0.0,113.81,112.42,112.47,1.0,20814640
FB,2016-04-07 00:00:00+00:00,113.64,114.89,113.0663,113.79,20714537,113.64,0.0,114.89,113.0663,113.79,1.0,20714537
FB,2016-04-08 00:00:00+00:00,110.63,114.33,109.9,114.25,48497808,110.63,0.0,114.33,109.9,114.25,1.0,48497808
FB,2016-04-11 00:00:00+00:00,108.99,110.91,108.77,110.7,39762304,108.99,0.0,110.91,108.77,110.7,1.0,39762304
FB,2016-04-12 00:00:00+00:00,110.61,111.1645,108.99,109.34,26248081,110.61,0.0,111.1645,108.99,109.34,1.0,26248081
FB,2016-04-13 00:00:00+00:00,110.51,112.65,106.52,112.23,88227393,110.51,0.0,112.65,106.52,112.23,1.0,88227393
FB,2016-04-14 00:00:00+00:00,110.84,112.04,110.26,110.62,28473322,110.84,0.0,112.04,110.26,110.62,1.0,28473322
FB,2016-04-15 00:00:00+00:00,109.64,110.97,109.2,110.79,20922803,109.64,0.0,110.97,109.2,110.79,1.0,20922803
FB,2016-04-18 00:00:00+00:00,110.45,110.81,109.2,109.74,21167199,110.45,0.0,110.81,109.2,109.74,1.0,21167199
FB,2016-04-19 00:00:00+00:00,112.29,112.45,109.16,111.1,30210455,112.29,0.0,112.45,109.16,111.1,1.0,30210455
FB,2016-04-20 00:00:00+00:00,112.42,113.27,111.56,112.43,21027901,112.42,0.0,113.27,111.56,112.43,1.0,21027901
FB,2016-04-21 00:00:00+00:00,113.44,114.04,112.31,112.55,20875230,113.44,0.0,114.04,112.31,112.55,1.0,20875230
FB,2016-04-22 00:00:00+00:00,110.56,111.75,109.01,111.21,38458201,110.56,0.0,111.75,109.01,111.21,1.0,38458201
FB,2016-04-25 00:00:00+00:00,110.1,110.67,109.07,109.87,21017895,110.1,0.0,110.67,109.07,109.87,1.0,21017895
FB,2016-04-26 00:00:00+00:00,108.76,110.5,108.15,110.49,22521534,108.76,0.0,110.5,108.15,110.49,1.0,22521534
FB,2016-04-27 00:00:00+00:00,108.89,108.94,106.31,107.94,52213107,108.89,0.0,108.94,106.31,107.94,1.0,52213107
FB,2016-04-28 00:00:00+00:00,116.73,120.79,116.23,119.575,87110080,116.73,0.0,120.79,116.23,119.575,1.0,87110080
FB,2016-04-29 00:00:00+00:00,117.58,117.84,115.84,116.82,37140594,117.58,0.0,117.84,115.84,116.82,1.0,37140594
FB,2016-05-02 00:00:00+00:00,118.57,118.73,116.57,117.83,28095168,118.57,0.0,118.73,116.57,117.83,1.0,28095168
FB,2016-05-03 00:00:00+00:00,117.43,118.16,117.02,117.52,24117463,117.43,0.0,118.16,117.02,117.52,1.0,24117463
FB,2016-05-04 00:00:00+00:00,118.06,118.3,116.57,116.61,23448440,118.06,0.0,118.3,116.57,116.61,1.0,23448440
FB,2016-05-05 00:00:00+00:00,117.81,118.98,117.25,118.04,22056749,117.81,0.0,118.98,117.25,118.04,1.0,22056749
FB,2016-05-06 00:00:00+00:00,119.49,119.637,117.1127,117.16,26395568,119.49,0.0,119.637,117.1127,117.16,1.0,26395568
FB,2016-05-09 00:00:00+00:00,119.24,120.28,118.9,119.54,21138059,119.24,0.0,120.28,118.9,119.54,1.0,21138059
FB,2016-05-10 00:00:00+00:00,120.5,120.5,114.8,119.62,23220046,120.5,0.0,120.5,114.8,119.62,1.0,23220046
FB,2016-05-11 00:00:00+00:00,119.52,121.08,119.42,120.41,22038396,119.52,0.0,121.08,119.42,120.41,1.0,22038396
FB,2016-05-12 00:00:00+00:00,120.28,120.84,118.9,119.98,22035465,120.28,0.0,120.84,118.9,119.98,1.0,22035465
FB,2016-05-13 00:00:00+00:00,119.81,120.64,119.68,120.38,18124286,119.81,0.0,120.64,119.68,120.38,1.0,18124286
FB,2016-05-16 00:00:00+00:00,118.67,119.61,117.35,119.38,31247834,118.67,0.0,119.61,117.35,119.38,1.0,31247834
FB,2016-05-17 00:00:00+00:00,117.35,119.01,117.2,118.82,21328648,117.35,0.0,119.01,117.2,118.82,1.0,21328648
FB,2016-05-18 00:00:00+00:00,117.65,118.27,116.73,116.8,21642299,117.65,0.0,118.27,116.73,116.8,1.0,21642299
FB,2016-05-19 00:00:00+00:00,116.81,117.49,115.88,117.05,20544109,116.81,0.0,117.49,115.88,117.05,1.0,20544109
FB,2016-05-20 00:00:00+00:00,117.35,117.99,116.95,116.96,18944831,117.35,0.0,117.99,116.95,116.96,1.0,18944831
FB,2016-05-23 00:00:00+00:00,115.97,117.6,115.94,117.42,20441004,115.97,0.0,117.6,115.94,117.42,1.0,20441004
FB,2016-05-24 00:00:00+00:00,117.7,117.73,116.12,116.24,20183627,117.7,0.0,117.73,116.12,116.24,1.0,20183627
FB,2016-05-25 00:00:00+00:00,117.89,118.665,117.38,118.13,20035494,117.89,0.0,118.665,117.38,118.13,1.0,20035494
FB,2016-05-26 00:00:00+00:00,119.47,119.7601,117.92,118.24,18481340,119.47,0.0,119.7601,117.92,118.24,1.0,18481340
FB,2016-05-27 00:00:00+00:00,119.38,119.85,119.01,119.56,13493563,119.38,0.0,119.85,119.01,119.56,1.0,13493563
FB,2016-05-31 00:00:00+00:00,118.81,120.1,118.121,119.46,23547597,118.81,0.0,120.1,118.121,119.46,1.0,23547597
FB,2016-06-01 00:00:00+00:00,118.78,119.08,117.82,118.5,15029494,118.78,0.0,119.08,117.82,118.5,1.0,15029494
FB,2016-06-02 00:00:00+00:00,118.93,119.44,118.22,118.69,13228310,118.93,0.0,119.44,118.22,118.69,1.0,13228310
FB,2016-06-03 00:00:00+00:00,118.47,118.98,117.86,118.975,14135114,118.47,0.0,118.98,117.86,118.975,1.0,14135114
FB,2016-06-06 00:00:00+00:00,118.79,119.43,118.36,118.62,12744676,118.79,0.0,119.43,118.36,118.62,1.0,12744676
FB,2016-06-07 00:00:00+00:00,117.76,119.3,117.67,119.24,17103023,117.76,0.0,119.3,117.67,119.24,1.0,17103023
FB,2016-06-08 00:00:00+00:00,118.39,118.6,117.27,117.76,14505596,118.39,0.0,118.6,117.27,117.76,1.0,14505596
FB,2016-06-09 00:00:00+00:00,118.56,118.68,117.71,118.13,13859240,118.56,0.0,118.68,117.71,118.13,1.0,13859240
FB,2016-06-10 00:00:00+00:00,116.62,118.11,116.26,117.54,18510826,116.62,0.0,118.11,116.26,117.54,1.0,18510826
FB,2016-06-13 00:00:00+00:00,113.95,115.48,113.31,115.0,31718239,113.95,0.0,115.48,113.31,115.0,1.0,31718239
FB,2016-06-14 00:00:00+00:00,114.94,114.95,113.58,114.07,17618479,114.94,0.0,114.95,113.58,114.07,1.0,17618479
FB,2016-06-15 00:00:00+00:00,114.6,115.44,114.07,115.3,19819432,114.6,0.0,115.44,114.07,115.3,1.0,19819432
FB,2016-06-16 00:00:00+00:00,114.39,114.5,112.94,113.87,19236255,114.39,0.0,114.5,112.94,113.87,1.0,19236255
FB,2016-06-17 00:00:00+00:00,113.02,114.43,112.56,114.42,24644308,113.02,0.0,114.43,112.56,114.42,1.0,24644308
FB,2016-06-20 00:00:00+00:00,113.37,114.72,112.75,113.77,20785390,113.37,0.0,114.72,112.75,113.77,1.0,20785390
FB,2016-06-21 00:00:00+00:00,114.38,115.2142,113.97,114.12,19166269,114.38,0.0,115.2142,113.97,114.12,1.0,19166269
FB,2016-06-22 00:00:00+00:00,113.91,114.74,113.61,114.65,14846329,113.91,0.0,114.74,113.61,114.65,1.0,14846329
FB,2016-06-23 00:00:00+00:00,115.08,115.09,113.54,114.37,16176895,115.08,0.0,115.09,113.54,114.37,1.0,16176895
FB,2016-06-24 00:00:00+00:00,112.08,113.68,111.0,111.01,40643130,112.08,0.0,113.68,111.0,111.01,1.0,40643130
FB,2016-06-27 00:00:00+00:00,108.97,111.57,108.23,111.57,36409606,108.97,0.0,111.57,108.23,111.57,1.0,36409606
FB,2016-06-28 00:00:00+00:00,112.7,112.75,110.55,110.63,26813842,112.7,0.0,112.75,110.55,110.63,1.0,26813842
FB,2016-06-29 00:00:00+00:00,114.16,114.25,113.04,113.37,20968273,114.16,0.0,114.25,113.04,113.37,1.0,20968273
FB,2016-06-30 00:00:00+00:00,114.28,115.18,113.67,114.67,23192716,114.28,0.0,115.18,113.67,114.67,1.0,23192716
FB,2016-07-01 00:00:00+00:00,114.19,115.13,113.81,114.2,14980023,114.19,0.0,115.13,113.81,114.2,1.0,14980023
FB,2016-07-05 00:00:00+00:00,114.0,114.11,112.97,113.94,14207037,114.0,0.0,114.11,112.97,113.94,1.0,14207037
FB,2016-07-06 00:00:00+00:00,116.7,116.79,112.97,113.36,24337586,116.7,0.0,116.79,112.97,113.36,1.0,24337586
FB,2016-07-07 00:00:00+00:00,115.85,116.97,115.36,116.63,16630201,115.85,0.0,116.97,115.36,116.63,1.0,16630201
FB,2016-07-08 00:00:00+00:00,117.24,117.5,115.85,116.43,18142597,117.24,0.0,117.5,115.85,116.43,1.0,18142597
FB,2016-07-11 00:00:00+00:00,117.87,118.7,117.5,117.71,17711570,117.87,0.0,118.7,117.5,117.71,1.0,17711570
FB,2016-07-12 00:00:00+00:00,117.93,118.72,117.57,118.63,15217700,117.93,0.0,118.72,117.57,118.63,1.0,15217700
FB,2016-07-13 00:00:00+00:00,116.78,118.4,116.68,118.39,16207662,116.78,0.0,118.4,116.68,118.39,1.0,16207662
FB,2016-07-14 00:00:00+00:00,117.29,117.64,116.7,117.5,14579736,117.29,0.0,117.64,116.7,117.5,1.0,14579736
FB,2016-07-15 00:00:00+00:00,116.86,118.28,116.58,117.74,16645964,116.86,0.0,118.28,116.58,117.74,1.0,16645964
FB,2016-07-18 00:00:00+00:00,119.37,119.61,116.89,117.32,20868367,119.37,0.0,119.61,116.89,117.32,1.0,20868367
FB,2016-07-19 00:00:00+00:00,120.61,120.85,118.66,118.99,21541292,120.61,0.0,120.85,118.66,118.99,1.0,21541292
FB,2016-07-20 00:00:00+00:00,121.92,122.2,120.56,121.25,20046452,121.92,0.0,122.2,120.56,121.25,1.0,20046452
FB,2016-07-21 00:00:00+00:00,120.61,122.1,120.25,121.92,17801663,120.61,0.0,122.1,120.25,121.92,1.0,17801663
FB,2016-07-22 00:00:00+00:00,121.0,121.01,119.31,119.9,18422410,121.0,0.0,121.01,119.31,119.9,1.0,18422410
FB,2016-07-25 00:00:00+00:00,121.63,121.85,117.78,121.39,18487449,121.63,0.0,121.85,117.78,121.39,1.0,18487449
FB,2016-07-26 00:00:00+00:00,121.22,122.07,120.75,122.0,17611964,121.22,0.0,122.07,120.75,122.0,1.0,17611964
FB,2016-07-27 00:00:00+00:00,123.34,125.0,121.51,122.42,52654239,123.34,0.0,125.0,121.51,122.42,1.0,52654239
FB,2016-07-28 00:00:00+00:00,125.0,128.33,123.63,127.52,78955758,125.0,0.0,128.33,123.63,127.52,1.0,78955758
FB,2016-07-29 00:00:00+00:00,123.94,125.84,123.71,124.65,35058803,123.94,0.0,125.84,123.71,124.65,1.0,35058803
FB,2016-08-01 00:00:00+00:00,124.31,124.58,122.86,123.85,25006850,124.31,0.0,124.58,122.86,123.85,1.0,25006850
FB,2016-08-02 00:00:00+00:00,123.09,124.8,122.07,124.06,23968414,123.09,0.0,124.8,122.07,124.06,1.0,23968414
FB,2016-08-03 00:00:00+00:00,122.51,123.92,122.31,123.09,18525332,122.51,0.0,123.92,122.31,123.09,1.0,18525332
FB,2016-08-04 00:00:00+00:00,124.36,124.79,122.51,122.94,21065974,124.36,0.0,124.79,122.51,122.94,1.0,21065974
FB,2016-08-05 00:00:00+00:00,125.15,125.835,124.6184,124.98,20184035,125.15,0.0,125.835,124.6184,124.98,1.0,20184035
FB,2016-08-08 00:00:00+00:00,125.26,125.45,124.55,125.25,15233929,125.26,0.0,125.45,124.55,125.25,1.0,15233929
FB,2016-08-09 00:00:00+00:00,125.06,126.09,124.53,125.34,19620967,125.06,0.0,126.09,124.53,125.34,1.0,19620967
FB,2016-08-10 00:00:00+00:00,124.88,125.48,124.54,125.07,10670148,124.88,0.0,125.48,124.54,125.07,1.0,10670148
FB,2016-08-11 00:00:00+00:00,124.9,125.38,124.75,125.2,11729519,124.9,0.0,125.38,124.75,125.2,1.0,11729519
FB,2016-08-12 00:00:00+00:00,124.88,125.0,124.18,124.7,12158955,124.88,0.0,125.0,124.18,124.7,1.0,12158955
FB,2016-08-15 00:00:00+00:00,123.9,124.92,123.7,124.91,19295130,123.9,0.0,124.92,123.7,124.91,1.0,19295130
FB,2016-08-16 00:00:00+00:00,123.3,123.92,122.78,123.5,14222410,123.3,0.0,123.92,122.78,123.5,1.0,14222410
FB,2016-08-17 00:00:00+00:00,124.37,124.38,122.85,123.66,13794179,124.37,0.0,124.38,122.85,123.66,1.0,13794179
FB,2016-08-18 00:00:00+00:00,123.91,124.26,123.64,124.01,12400816,123.91,0.0,124.26,123.64,124.01,1.0,12400816
FB,2016-08-19 00:00:00+00:00,123.56,124.157,123.28,123.6,11688265,123.56,0.0,124.157,123.28,123.6,1.0,11688265
FB,2016-08-22 00:00:00+00:00,124.15,124.83,123.11,123.33,14386361,124.15,0.0,124.83,123.11,123.33,1.0,14386361
FB,2016-08-23 00:00:00+00:00,124.37,125.09,124.25,124.51,13309452,124.37,0.0,125.09,124.25,124.51,1.0,13309452
FB,2016-08-24 00:00:00+00:00,123.48,124.69,123.09,124.47,12243719,123.48,0.0,124.69,123.09,124.47,1.0,12243719
FB,2016-08-25 00:00:00+00:00,123.89,124.37,123.1,123.12,10730811,123.89,0.0,124.37,123.1,123.12,1.0,10730811
FB,2016-08-26 00:00:00+00:00,124.96,125.19,123.91,124.05,17504825,124.96,0.0,125.19,123.91,124.05,1.0,17504825
FB,2016-08-29 00:00:00+00:00,126.54,126.73,124.35,124.35,15925900,126.54,0.0,126.73,124.35,124.35,1.0,15925900
FB,2016-08-30 00:00:00+00:00,125.84,126.6,125.15,126.6,17804286,125.84,0.0,126.6,125.15,126.6,1.0,17804286
FB,2016-08-31 00:00:00+00:00,126.12,126.22,125.1,125.6,14200636,126.12,0.0,126.22,125.1,125.6,1.0,14200636
FB,2016-09-01 00:00:00+00:00,126.17,126.63,125.6,126.38,13536125,126.17,0.0,126.63,125.6,126.38,1.0,13536125
FB,2016-09-02 00:00:00+00:00,126.51,126.86,126.0,126.85,12118773,126.51,0.0,126.86,126.0,126.85,1.0,12118773
FB,2016-09-06 00:00:00+00:00,129.73,129.94,126.47,126.67,26278407,129.73,0.0,129.94,126.47,126.67,1.0,26278407
FB,2016-09-07 00:00:00+00:00,131.05,131.98,129.95,130.04,27990796,131.05,0.0,131.98,129.95,130.04,1.0,27990796
FB,2016-09-08 00:00:00+00:00,130.27,131.08,129.81,130.92,15676595,130.27,0.0,131.08,129.81,130.92,1.0,15676595
FB,2016-09-09 00:00:00+00:00,127.1,129.949,127.1,129.71,27100679,127.1,0.0,129.949,127.1,129.71,1.0,27100679
FB,2016-09-12 00:00:00+00:00,128.69,128.76,125.75,125.96,21252752,128.69,0.0,128.76,125.75,125.96,1.0,21252752
FB,2016-09-13 00:00:00+00:00,127.21,128.35,126.66,128.03,18016152,127.21,0.0,128.35,126.66,128.03,1.0,18016152
FB,2016-09-14 00:00:00+00:00,127.77,128.8,126.89,126.89,15720388,127.77,0.0,128.8,126.89,126.89,1.0,15720388
FB,2016-09-15 00:00:00+00:00,128.35,129.1,127.67,127.98,15111838,128.35,0.0,129.1,127.67,127.98,1.0,15111838
FB,2016-09-16 00:00:00+00:00,129.07,129.18,128.2,128.2,24119174,129.07,0.0,129.18,128.2,128.2,1.0,24119174
FB,2016-09-19 00:00:00+00:00,128.65,129.94,128.26,129.91,14958794,128.65,0.0,129.94,128.26,129.91,1.0,14958794
FB,2016-09-20 00:00:00+00:00,128.64,129.17,128.0307,128.65,11083808,128.64,0.0,129.17,128.0307,128.65,1.0,11083808
FB,2016-09-21 00:00:00+00:00,129.94,130.005,128.39,129.13,14068336,129.94,0.0,130.005,128.39,129.13,1.0,14068336
FB,2016-09-22 00:00:00+00:00,130.08,130.73,129.56,130.5,15538307,130.08,0.0,130.73,129.56,130.5,1.0,15538307
FB,2016-09-23 00:00:00+00:00,127.96,128.6,127.3,127.56,28326266,127.96,0.0,128.6,127.3,127.56,1.0,28326266
FB,2016-09-26 00:00:00+00:00,127.31,128.16,126.8,127.37,15064940,127.31,0.0,128.16,126.8,127.37,1.0,15064940
FB,2016-09-27 00:00:00+00:00,128.69,129.01,127.43,127.61,15637111,128.69,0.0,129.01,127.43,127.61,1.0,15637111
FB,2016-09-28 00:00:00+00:00,129.23,129.47,128.4,129.21,12047636,129.23,0.0,129.47,128.4,129.21,1.0,12047636
FB,2016-09-29 00:00:00+00:00,128.09,129.29,127.55,129.18,14532241,128.09,0.0,129.29,127.55,129.18,1.0,14532241
FB,2016-09-30 00:00:00+00:00,128.27,128.59,127.45,128.03,18402945,128.27,0.0,128.59,127.45,128.03,1.0,18402945
FB,2016-10-03 00:00:00+00:00,128.77,129.09,127.8,128.38,13156943,128.77,0.0,129.09,127.8,128.38,1.0,13156943
FB,2016-10-04 00:00:00+00:00,128.19,129.2765,127.5499,129.17,14307548,128.19,0.0,129.2765,127.5499,129.17,1.0,14307548
FB,2016-10-05 00:00:00+00:00,128.47,128.8,127.83,128.25,12386753,128.47,0.0,128.8,127.83,128.25,1.0,12386753
FB,2016-10-06 00:00:00+00:00,128.74,129.06,128.08,128.43,11682729,128.74,0.0,129.06,128.08,128.43,1.0,11682729
FB,2016-10-07 00:00:00+00:00,128.99,129.25,128.33,129.04,12804420,128.99,0.0,129.25,128.33,129.04,1.0,12804420
FB,2016-10-10 00:00:00+00:00,130.24,130.7,129.2,129.68,15138720,130.24,0.0,130.7,129.2,129.68,1.0,15138720
FB,2016-10-11 00:00:00+00:00,128.88,130.64,128.23,130.23,17537928,128.88,0.0,130.64,128.23,130.23,1.0,17537928
FB,2016-10-12 00:00:00+00:00,129.05,129.66,128.46,129.01,11072991,129.05,0.0,129.66,128.46,129.01,1.0,11072991
FB,2016-10-13 00:00:00+00:00,127.82,128.25,126.75,128.21,17139306,127.82,0.0,128.25,126.75,128.21,1.0,17139306
FB,2016-10-14 00:00:00+00:00,127.88,128.95,127.58,128.49,13345292,127.88,0.0,128.95,127.58,128.49,1.0,13345292
FB,2016-10-17 00:00:00+00:00,127.54,128.47,127.32,128.2,11351681,127.54,0.0,128.47,127.32,128.2,1.0,11351681
FB,2016-10-18 00:00:00+00:00,128.57,129.39,128.01,128.68,13503967,128.57,0.0,129.39,128.01,128.68,1.0,13503967
FB,2016-10-19 00:00:00+00:00,130.11,130.47,128.6,128.74,16752321,130.11,0.0,130.47,128.6,128.74,1.0,16752321
FB,2016-10-20 00:00:00+00:00,130.0,130.66,129.5,130.07,13167503,130.0,0.0,130.66,129.5,130.07,1.0,13167503
FB,2016-10-21 00:00:00+00:00,132.07,132.13,129.7,129.78,19088794,132.07,0.0,132.13,129.7,129.78,1.0,19088794
FB,2016-10-24 00:00:00+00:00,133.28,133.405,132.15,132.72,17470227,133.28,0.0,133.405,132.15,132.72,1.0,17470227
FB,2016-10-25 00:00:00+00:00,132.29,133.5,132.22,133.5,13336787,132.29,0.0,133.5,132.22,133.5,1.0,13336787
FB,2016-10-26 00:00:00+00:00,131.04,132.26,130.935,131.64,13084731,131.04,0.0,132.26,130.935,131.64,1.0,13084731
FB,2016-10-27 00:00:00+00:00,129.69,131.8,129.27,131.74,16741393,129.69,0.0,131.8,129.27,131.74,1.0,16741393
FB,2016-10-28 00:00:00+00:00,131.29,132.97,129.93,130.5,24545547,131.29,0.0,132.97,129.93,130.5,1.0,24545547
FB,2016-10-31 00:00:00+00:00,130.99,132.12,130.8835,132.01,15668982,130.99,0.0,132.12,130.8835,132.01,1.0,15668982
FB,2016-11-01 00:00:00+00:00,129.5,131.94,128.65,131.41,22077779,129.5,0.0,131.94,128.65,131.41,1.0,22077779
FB,2016-11-02 00:00:00+00:00,127.17,130.23,126.28,130.23,50190225,127.17,0.0,130.23,126.28,130.23,1.0,50190225
FB,2016-11-03 00:00:00+00:00,120.0,123.28,119.5,122.0,63766259,120.0,0.0,123.28,119.5,122.0,1.0,63766259
FB,2016-11-04 00:00:00+00:00,120.75,121.93,119.25,119.59,30545466,120.75,0.0,121.93,119.25,119.59,1.0,30545466
FB,2016-11-07 00:00:00+00:00,122.15,123.2089,121.35,122.83,23008880,122.15,0.0,123.2089,121.35,122.83,1.0,23008880
FB,2016-11-08 00:00:00+00:00,124.22,124.61,121.54,122.03,19460768,124.22,0.0,124.61,121.54,122.03,1.0,19460768
FB,2016-11-09 00:00:00+00:00,123.18,123.81,120.51,121.5,31916020,123.18,0.0,123.81,120.51,121.5,1.0,31916020
FB,2016-11-10 00:00:00+00:00,120.8,124.18,115.27,123.93,67846704,120.8,0.0,124.18,115.27,123.93,1.0,67846704
FB,2016-11-11 00:00:00+00:00,119.02,120.7,118.15,119.53,32840137,119.02,0.0,120.7,118.15,119.53,1.0,32840137
FB,2016-11-14 00:00:00+00:00,115.08,119.1256,113.5535,119.1256,51377040,115.08,0.0,119.1256,113.5535,119.1256,1.0,51377040
FB,2016-11-15 00:00:00+00:00,117.2,118.49,115.83,116.73,34681369,117.2,0.0,118.49,115.83,116.73,1.0,34681369
FB,2016-11-16 00:00:00+00:00,116.34,117.88,114.21,114.48,32397947,116.34,0.0,117.88,114.21,114.48,1.0,32397947
FB,2016-11-17 00:00:00+00:00,117.79,117.79,116.01,116.81,18597766,117.79,0.0,117.79,116.01,116.81,1.0,18597766
FB,2016-11-18 00:00:00+00:00,117.02,119.13,116.84,118.39,22879303,117.02,0.0,119.13,116.84,118.39,1.0,22879303
FB,2016-11-21 00:00:00+00:00,121.77,121.95,117.8,118.2,35415366,121.77,0.0,121.95,117.8,118.2,1.0,35415366
FB,2016-11-22 00:00:00+00:00,121.47,122.98,120.9,122.4,26089163,121.47,0.0,122.98,120.9,122.4,1.0,26089163
FB,2016-11-23 00:00:00+00:00,120.84,121.31,119.94,121.23,15672136,120.84,0.0,121.31,119.94,121.23,1.0,15672136
FB,2016-11-25 00:00:00+00:00,120.38,121.14,120.07,121.01,8658605,120.38,0.0,121.14,120.07,121.01,1.0,8658605
FB,2016-11-28 00:00:00+00:00,120.41,121.69,119.82,120.12,18101314,120.41,0.0,121.69,119.82,120.12,1.0,18101314
FB,2016-11-29 00:00:00+00:00,120.87,122.1,120.4,120.57,18890956,120.87,0.0,122.1,120.4,120.57,1.0,18890956
FB,2016-11-30 00:00:00+00:00,118.42,121.79,117.95,120.32,30188922,118.42,0.0,121.79,117.95,120.32,1.0,30188922
FB,2016-12-01 00:00:00+00:00,115.1,118.45,114.0,118.38,43276994,115.1,0.0,118.45,114.0,118.38,1.0,43276994
FB,2016-12-02 00:00:00+00:00,115.4,116.48,114.3,115.11,25070364,115.4,0.0,116.48,114.3,115.11,1.0,25070364
FB,2016-12-05 00:00:00+00:00,117.43,117.57,115.07,115.95,20201528,117.43,0.0,117.57,115.07,115.95,1.0,20201528
FB,2016-12-06 00:00:00+00:00,117.31,117.795,116.33,117.69,19131202,117.31,0.0,117.795,116.33,117.69,1.0,19131202
FB,2016-12-07 00:00:00+00:00,117.95,117.95,116.57,117.0,21913658,117.95,0.0,117.95,116.57,117.0,1.0,21913658
FB,2016-12-08 00:00:00+00:00,118.91,119.5,117.64,117.98,22442756,118.91,0.0,119.5,117.64,117.98,1.0,22442756
FB,2016-12-09 00:00:00+00:00,119.68,119.94,118.95,119.22,17464736,119.68,0.0,119.94,118.95,119.22,1.0,17464736
FB,2016-12-12 00:00:00+00:00,117.77,119.24,117.65,119.22,17805527,117.77,0.0,119.24,117.65,119.22,1.0,17805527
FB,2016-12-13 00:00:00+00:00,120.31,121.52,117.61,117.86,29768028,120.31,0.0,121.52,117.61,117.86,1.0,29768028
FB,2016-12-14 00:00:00+00:00,120.21,121.69,118.85,120.0,25913095,120.21,0.0,121.69,118.85,120.0,1.0,25913095
FB,2016-12-15 00:00:00+00:00,120.57,122.5,119.63,120.08,20139568,120.57,0.0,122.5,119.63,120.08,1.0,20139568
FB,2016-12-16 00:00:00+00:00,119.87,121.5,119.27,120.9,25324299,119.87,0.0,121.5,119.27,120.9,1.0,25324299
FB,2016-12-19 00:00:00+00:00,119.24,120.36,118.51,119.85,15918146,119.24,0.0,120.36,118.51,119.85,1.0,15918146
FB,2016-12-20 00:00:00+00:00,119.09,119.77,118.8,119.5,13684402,119.09,0.0,119.77,118.8,119.5,1.0,13684402
FB,2016-12-21 00:00:00+00:00,119.04,119.2,118.48,118.92,10767646,119.04,0.0,119.2,118.48,118.92,1.0,10767646
FB,2016-12-22 00:00:00+00:00,117.4,118.99,116.93,118.86,16258587,117.4,0.0,118.99,116.93,118.86,1.0,16258587
FB,2016-12-23 00:00:00+00:00,117.27,117.56,116.3,117.0,10889985,117.27,0.0,117.56,116.3,117.0,1.0,10889985
FB,2016-12-27 00:00:00+00:00,118.01,118.68,116.864,116.96,12051481,118.01,0.0,118.68,116.864,116.96,1.0,12051481
FB,2016-12-28 00:00:00+00:00,116.92,118.25,116.65,118.19,12087377,116.92,0.0,118.25,116.65,118.19,1.0,12087377
FB,2016-12-29 00:00:00+00:00,116.35,117.531,116.06,117.0,9934873,116.35,0.0,117.531,116.06,117.0,1.0,9934873
FB,2016-12-30 00:00:00+00:00,115.05,116.83,114.7739,116.595,18684106,115.05,0.0,116.83,114.7739,116.595,1.0,18684106
FB,2017-01-03 00:00:00+00:00,116.86,117.84,115.51,116.03,20663912,116.86,0.0,117.84,115.51,116.03,1.0,20663912
FB,2017-01-04 00:00:00+00:00,118.69,119.66,117.29,117.55,19630932,118.69,0.0,119.66,117.29,117.55,1.0,19630932
FB,2017-01-05 00:00:00+00:00,120.67,120.95,118.3209,118.86,19492150,120.67,0.0,120.95,118.3209,118.86,1.0,19492150
FB,2017-01-06 00:00:00+00:00,123.41,123.88,120.03,120.98,28545263,123.41,0.0,123.88,120.03,120.98,1.0,28545263
FB,2017-01-09 00:00:00+00:00,124.9,125.43,123.04,123.55,22880360,124.9,0.0,125.43,123.04,123.55,1.0,22880360
FB,2017-01-10 00:00:00+00:00,124.35,125.5,124.28,124.82,17324590,124.35,0.0,125.5,124.28,124.82,1.0,17324590
