,Date,High_AAPL,Close_AAPL,Low_AAPL,Open_AAPL,Adj_Close_AAPL,Adj_Close_GOLD,Close_VIX,moyenne_mobile,yesterday_close_AAPL,delta
1,2012-01-04,14.8100004196167,14.765714645385742,14.617142677307127,14.642857551574707,12.6342134475708,42.240177154541016,22.21999931335449,14.727768036035389,14.686785697937012,0.07892894744873047
2,2012-01-05,14.948214530944824,14.929642677307127,14.738214492797852,14.819643020629885,12.774480819702148,42.06499099731445,21.479999542236328,14.800299634599755,14.765714645385742,0.16392803192138494
3,2012-01-06,15.098214149475098,15.085714340209961,14.972143173217773,14.991786003112793,12.9080228805542,41.6445198059082,20.6299991607666,14.880089113785724,14.929642677307127,0.1560716629028338
4,2012-01-09,15.276785850524902,15.061785697937012,15.048213958740234,15.196428298950195,12.88754940032959,41.79342269897461,21.06999969482422,14.922225301075946,15.085714340209961,-0.02392864227294922
5,2012-01-10,15.214285850524902,15.115714073181152,15.053571701049805,15.211071014404295,12.933691024780273,42.3365364074707,20.690000534057614,14.960979558917535,15.061785697937012,0.053928375244140625
6,2012-01-11,15.101785659790039,15.091071128845215,14.975357055664062,15.095714569091795,12.912603378295898,42.72196578979492,21.049999237060547,14.984115670252347,15.115714073181152,-0.0246429443359375
7,2012-01-12,15.103571891784668,15.049642562866213,14.955357551574707,15.081428527832033,12.877157211303713,42.75701522827149,20.46999931335449,14.994673676299133,15.091071128845215,-0.04142856597900213
8,2012-01-13,15.016071319580078,14.99321460723877,14.952142715454102,14.989285469055176,12.82887363433838,42.34529495239258,20.90999984741211,14.994457410233533,15.049642562866213,-0.05642795562744318
9,2012-01-17,15.21392822265625,15.16785717010498,15.105713844299315,15.149999618530273,12.978307723999025,42.047462463378906,22.200000762939453,15.018384889450047,14.99321460723877,0.17464256286621094
10,2012-01-18,15.338213920593262,15.325357437133787,15.225000381469727,15.248571395874025,13.113070487976074,42.003662109375,20.88999938964844,15.058199326133671,15.16785717010498,0.15750026702880682
11,2012-01-19,15.406071662902832,15.276785850524902,15.232500076293945,15.362500190734865,13.071511268615724,40.69843673706055,19.8700008392334,15.085056124794374,15.325357437133787,-0.04857158660888494
12,2012-01-20,15.267857551574707,15.010714530944824,14.991071701049805,15.267499923706055,12.843846321105955,40.146568298339844,18.280000686645508,15.076347020484155,15.276785850524902,-0.2660713195800781
13,2012-01-23,15.301785469055176,15.264642715454102,15.08214282989502,15.095356941223145,13.061119079589846,41.12767791748047,18.670000076293945,15.097494867892385,15.010714530944824,0.25392818450927734
14,2012-01-24,15.182143211364744,15.014642715454102,14.983928680419922,15.182143211364744,12.847209930419922,39.8399658203125,18.90999984741211,15.08853229449763,15.264642715454102,-0.25
15,2012-01-25,16.230356216430664,15.952142715454102,15.84749984741211,16.229999542236328,13.64937686920166,42.4066162109375,18.309999465942386,15.17887303891994,15.014642715454102,0.9375
16,2012-01-26,16.028213500976562,15.879642486572266,15.826428413391113,16.01285743713379,13.587345123291016,42.80079650878906,18.56999969482422,15.250007257584558,15.952142715454102,-0.07250022888183594
17,2012-01-27,16.017143249511722,15.974286079406738,15.848928451538086,15.869285583496096,13.668323516845705,43.370201110839844,18.530000686645508,15.321564728240034,15.879642486572266,0.09464359283447266
18,2012-01-30,16.21071434020996,16.17892837524414,15.90678596496582,15.918213844299315,13.843426704406738,43.08113479614258,19.399999618530273,15.404226989770455,15.974286079406738,0.20464229583740234
