Date,High_AAPL,Close_AAPL,Low_AAPL,Open_AAPL,Adj_Close_AAPL,Adj_Close_GOLD,Close_VIX,moyenne_mobile
2012-01-03,14.732142448425293,14.686785697937012,14.607142448425293,14.621428489685059,12.566676139831543,41.618228912353516,22.969999313354492,14.686785697937012
2012-01-04,14.8100004196167,14.765714645385742,14.617142677307129,14.642857551574707,12.6342134475708,42.240177154541016,22.219999313354492,14.72776803603539
2012-01-05,14.948214530944824,14.929642677307129,14.738214492797852,14.819643020629883,12.774480819702148,42.06499099731445,21.479999542236328,14.800299634599757
2012-01-06,15.098214149475098,15.085714340209961,14.972143173217773,14.991786003112793,12.9080228805542,41.6445198059082,20.6299991607666,14.880089113785726
2012-01-09,15.276785850524902,15.061785697937012,15.048213958740234,15.196428298950195,12.88754940032959,41.79342269897461,21.06999969482422,14.922225301075946
2012-01-10,15.214285850524902,15.115714073181152,15.053571701049805,15.211071014404297,12.933691024780273,42.3365364074707,20.690000534057617,14.960979558917531
2012-01-11,15.101785659790039,15.091071128845215,14.975357055664062,15.095714569091797,12.912603378295898,42.72196578979492,21.049999237060547,14.984115670252347
2012-01-12,15.103571891784668,15.049642562866211,14.955357551574707,15.081428527832031,12.877157211303711,42.757015228271484,20.469999313354492,14.994673676299131
2012-01-13,15.016071319580078,14.99321460723877,14.952142715454102,14.989285469055176,12.828873634338379,42.34529495239258,20.90999984741211,14.994457410233533
2012-01-17,15.21392822265625,15.16785717010498,15.105713844299316,15.149999618530273,12.978307723999023,42.047462463378906,22.200000762939453,15.018384889450049
2012-01-18,15.338213920593262,15.325357437133789,15.225000381469727,15.248571395874023,13.113070487976074,42.003662109375,20.889999389648438,15.058199326133673
2012-01-19,15.406071662902832,15.276785850524902,15.232500076293945,15.362500190734863,13.071511268615723,40.69843673706055,19.8700008392334,15.085056124794372
2012-01-20,15.267857551574707,15.010714530944824,14.991071701049805,15.267499923706055,12.843846321105957,40.146568298339844,18.280000686645508,15.076347020484157
2012-01-23,15.301785469055176,15.264642715454102,15.08214282989502,15.095356941223145,13.061119079589844,41.12767791748047,18.670000076293945,15.097494867892385
2012-01-24,15.182143211364746,15.014642715454102,14.983928680419922,15.182143211364746,12.847209930419922,39.8399658203125,18.90999984741211,15.08853229449763
2012-01-25,16.230356216430664,15.952142715454102,15.84749984741211,16.229999542236328,13.64937686920166,42.4066162109375,18.309999465942383,15.178873038919939
2012-01-26,16.028213500976562,15.879642486572266,15.826428413391113,16.01285743713379,13.587345123291016,42.80079650878906,18.56999969482422,15.250007257584558
2012-01-27,16.01714324951172,15.974286079406738,15.848928451538086,15.869285583496094,13.668323516845703,43.370201110839844,18.530000686645508,15.321564728240034
2012-01-30,16.21071434020996,16.17892837524414,15.90678596496582,15.918213844299316,13.843426704406738,43.08113479614258,19.399999618530273,15.404226989770457
2012-01-31,16.36571502685547,16.3028564453125,16.181072235107422,16.27107048034668,13.949463844299316,43.151214599609375,19.440000534057617,15.488974577696847
2012-02-01,16.392499923706055,16.292499542236328,16.269643783569336,16.37178611755371,13.940600395202637,43.151214599609375,18.549999237060547,15.563250230844833
2012-02-02,16.327499389648438,16.25428581237793,16.213571548461914,16.282142639160156,13.907905578613281,43.65052795410156,17.979999542236328,15.625975830259451
2012-02-03,16.428571701049805,16.417142868041992,16.270000457763672,16.332143783569336,14.04725170135498,42.984771728515625,17.100000381469727,15.696611054281323
2012-02-06,16.606428146362305,16.570356369018555,16.364286422729492,16.37071418762207,14.178348541259766,43.0723762512207,17.760000228881836,15.773450451461317
2012-02-07,16.776784896850586,16.743928909301758,16.59214210510254,16.616071701049805,14.326866149902344,43.168731689453125,17.649999618530273,15.857629374634215
2012-02-08,17.028213500976562,17.0242862701416,16.774999618530273,16.803571701049805,14.566750526428223,42.984771728515625,18.15999984741211,15.957559075783237
2012-02-09,17.741071701049805,17.61321449279785,17.162857055664062,17.170000076293945,15.070663452148438,42.923458099365234,18.6299991607666,16.097750312692245
2012-02-10,17.77214241027832,17.622142791748047,17.448213577270508,17.534286499023438,15.078306198120117,42.178863525390625,20.790000915527344,16.225473097281967
2012-02-13,17.993928909301758,17.950000762939453,17.75321388244629,17.840356826782227,15.358835220336914,42.073753356933594,19.040000915527344,16.36857461860097
2012-02-14,18.198572158813477,18.19499969482422,17.928571701049805,18.023571014404297,15.568467140197754,41.7058219909668,19.540000915527344,16.518793740633438
2012-02-15,18.796072006225586,17.773927688598633,17.746070861816406,18.36642837524414,15.208178520202637,41.54814529418945,21.139999389648438,16.62118859562726
2012-02-16,18.03178596496582,17.936071395874023,17.379642486572266,17.553571701049805,15.346918106079102,42.196380615234375,19.219999313354492,16.72765856801575
2012-02-17,18.1346435546875,17.932857513427734,17.867856979370117,17.96821403503418,15.34416389465332,41.19775390625,17.780000686645508,16.82457847151343
2012-02-21,18.387500762939453,18.387500762939453,18.00428581237793,18.10285758972168,15.733179092407227,42.44166564941406,18.190000534057617,16.94947348779728
2012-02-22,18.410356521606445,18.322856903076172,18.181072235107422,18.32428550720215,15.677864074707031,43.30887222290039,18.190000534057617,17.058585321616192
2012-02-23,18.493928909301758,18.4424991607666,18.196428298950195,18.395713806152344,15.78023910522461,43.431522369384766,16.799999237060547,17.167946132313194
2012-02-24,18.674999237060547,18.657499313354492,18.522857666015625,18.559642791748047,15.964200973510742,42.80079650878906,17.309999465942383,17.2850752193143
2012-02-27,18.875,18.777143478393555,18.43857192993164,18.618213653564453,16.066577911376953,42.62508773803711,18.190000534057617,17.40186953711516
2012-02-28,19.12178611755371,19.12178611755371,18.780357360839844,18.855714797973633,16.361467361450195,43.459835052490234,17.959999084472656,17.53593564858972
2012-02-29,19.5575008392334,19.37285804748535,19.132143020629883,19.341428756713867,16.576292037963867,41.9397087097168,18.43000030517578,17.67856954584475
2012-03-01,19.578927993774414,19.445356369018555,19.241785049438477,19.577499389648438,16.63832664489746,42.21208953857422,17.260000228881836,17.815268940832503
2012-03-02,19.52857208251953,19.470714569091797,19.375713348388672,19.437143325805664,16.6600284576416,41.66730880737305,17.290000915527344,17.942932678196236
2012-03-05,19.5528564453125,19.04142951965332,18.785715103149414,19.479286193847656,16.29271125793457,41.087371826171875,18.049999237060547,18.027388916397904
2012-03-06,19.06035804748535,18.937856674194336,18.43642807006836,18.7021427154541,16.20408821105957,40.182334899902344,20.8700008392334,18.097192722183255
2012-03-07,19.20642852783203,18.953214645385742,18.689285278320312,19.171428680419922,16.217227935791016,40.24382781982422,19.06999969482422,18.16265246859552
2012-03-08,19.392499923706055,19.35678482055664,19.00428581237793,19.096071243286133,16.562543869018555,40.46350860595703,17.950000762939453,18.25374918635124
2012-03-09,19.562143325805664,19.47035789489746,19.396785736083984,19.436071395874023,16.659717559814453,40.252620697021484,17.110000610351562,18.34635563006783
2012-03-12,19.714284896850586,19.714284896850586,19.535715103149414,19.606428146362305,16.86844253540039,40.094459533691406,15.640000343322754,18.45026792723742
2012-03-13,20.292142868041992,20.28928565979004,19.848215103149414,19.91214370727539,17.36043357849121,39.848419189453125,14.800000190734863,18.589702205916122
2012-03-14,21.239999771118164,21.056428909301758,20.549999237060547,20.644643783569336,18.01683807373047,38.0646858215332,15.3100004196167,18.776403401321975
2012-03-15,21.42892837524414,20.912857055664062,20.662500381469727,21.414642333984375,17.893991470336914,38.530391693115234,15.420000076293945,18.937846415914688
2012-03-16,21.042856216430664,20.9132137298584,20.64285659790039,20.882856369018555,17.89429473876953,38.61827087402344,14.470000267028809,19.086894446653556
2012-03-19,21.491785049438477,21.467857360839844,21.037500381469727,21.370357513427734,18.36887550354004,38.34587478637695,15.039999961853027,19.266298570595257
2012-03-20,21.674999237060547,21.641427993774414,21.124286651611328,21.41107177734375,18.517385482788086,38.47768020629883,15.579999923706055,19.44503519727331
2012-03-21,21.77321434020996,21.51785659790039,21.47892951965332,21.52642822265625,18.41165542602539,38.33709716796875,15.130000114440918,19.600838362708508
2012-03-22,21.589284896850586,21.405000686645508,21.26892852783203,21.349285125732422,18.31509017944336,37.85381317138672,15.569999694824219,19.73630007868181
2012-03-23,21.492856979370117,21.287500381469727,21.22857093811035,21.44607162475586,18.214550018310547,38.45130920410156,14.819999694824219,19.852651299175253
2012-03-26,21.683929443359375,21.6778564453125,21.25928497314453,21.421072006225586,18.548555374145508,39.09275436401367,14.260000228881836,19.98942722916655
2012-03-27,22.010000228881836,21.945714950561523,21.645000457763672,21.6492862701416,18.77775001525879,38.48646545410156,15.59000015258789,20.135899694726596
